lexeme,variants,msg,mpl,fsg,fpl
sado,sado,sado,sado,sado,sado
sadomasochiste,sadomasochiste,sadOmazOʃist,sadOmazOʃist,sadOmazOʃist,sadOmazOʃist
safran,safran,safʁɑ̃,safʁɑ̃,safʁɑ̃,safʁɑ̃
safrané,safrané,safʁane,safʁane,safʁane,safʁane
sagace,sagace,sagas,sagas,sagas,sagas
sage,sage,saʒ,saʒ,saʒ,saʒ
sagittal,sagittal,saʒital,saʒito,saʒital,saʒital
saharien,saharien,saaʁjɛ̃,saaʁjɛ̃,saaʁjɛn,saaʁjɛn
saignant,saignant,sEɲɑ̃,sEɲɑ̃,sEɲɑ̃t,sEɲɑ̃t
saillant,saillant,sajɑ̃,sajɑ̃,sajɑ̃t,sajɑ̃t
sain,sain,sɛ̃,sɛ̃,sɛn,sɛn
saisi,saisi,sEzi,sEzi,sEzi,sEzi
saisissable,saisissable,sEzisabl,sEzisabl,sEzisabl,sEzisabl
saisissant,saisissant,sEzisɑ̃,sEzisɑ̃,sEzisɑ̃t,sEzisɑ̃t
saisonnier,saisonnier,sEzOnje,sEzOnje,sEzOnjɛʁ,sEzOnjɛʁ
salace,salace,salas,salas,salas,salas
salant,salant,salɑ̃,salɑ̃,salɑ̃t,salɑ̃t
salarial,salarial,salaʁjal,salaʁjo,salaʁjal,salaʁjal
salarié,salarié,salaʁje,salaʁje,salaʁje,salaʁje
salazariste,salazariste,salazaʁist,salazaʁist,salazaʁist,salazaʁist
sale,sale,sal,sal,sal,sal
salé,salé,sale,sale,sale,sale
salésien,salésien,salEzjɛ̃,salEzjɛ̃,salEzjɛn,salEzjɛn
salicole,salicole,salikɔl,salikɔl,salikɔl,salikɔl
saligaud,saligaud,saligo,saligo,saligod,saligod
salin,salin,salɛ̃,salɛ̃,salin,salin
salingue,salingue,salɛ̃g,salɛ̃g,salɛ̃g,salɛ̃g
salique,salique,salik,salik,salik,salik
salissant,salissant,salisɑ̃,salisɑ̃,salisɑ̃t,salisɑ̃t
salisseur,salisseur,salisœʁ,salisœʁ,salisøz,salisøz
salivaire,salivaire,salivɛʁ,salivɛʁ,salivɛʁ,salivɛʁ
salivant,salivant,salivɑ̃,salivɑ̃,salivɑ̃t,salivɑ̃t
saliveux,saliveux,salivø,salivø,salivøz,salivøz
salpêtreux,salpêtreux,salpEtʁø,salpEtʁø,salpEtʁøz,salpEtʁøz
salubre,salubre,salybʁ,salybʁ,salybʁ,salybʁ
salutaire,salutaire,salytɛʁ,salytɛʁ,salytɛʁ,salytɛʁ
salutiste,salutiste,salytist,salytist,salytist,salytist
salvadorien,salvadorien,salvadɔʁjɛ̃,salvadɔʁjɛ̃,salvadɔʁjɛn,salvadɔʁjɛn
salvateur,salvateur,salvatœʁ,salvatœʁ,salvatʁis,salvatʁis
salvifique,salvifique,salvifik,salvifik,salvifik,salvifik
salzbourgeois,salzbourgeois,salzbuʁʒwa,salzbuʁʒwa,salzbuʁʒwaz,salzbuʁʒwaz
samaritain,samaritain,samaʁitɛ̃,samaʁitɛ̃,samaʁitɛn,samaʁitɛn
samoan,samoan,samOɑ̃,samOɑ̃,samOan,samOan
sanctifiant,sanctifiant,sɑ̃ktifjɑ̃,sɑ̃ktifjɑ̃,sɑ̃ktifjɑ̃t,sɑ̃ktifjɑ̃t
sanctificateur,sanctificateur,sɑ̃ktifikatœʁ,sɑ̃ktifikatœʁ,sɑ̃ktifikatʁis,sɑ̃ktifikatʁis
sandiniste,sandiniste,sɑ̃dinist,sɑ̃dinist,sɑ̃dinist,sɑ̃dinist
sanglant,sanglant,sɑ̃glɑ̃,sɑ̃glɑ̃,sɑ̃glɑ̃t,sɑ̃glɑ̃t
sanglotant,sanglotant,sɑ̃glOtɑ̃,sɑ̃glOtɑ̃,sɑ̃glOtɑ̃t,sɑ̃glOtɑ̃t
sanguin,sanguin,sɑ̃gɛ̃,sɑ̃gɛ̃,sɑ̃gin,sɑ̃gin
sanguinaire,sanguinaire,sɑ̃ginɛʁ,sɑ̃ginɛʁ,sɑ̃ginɛʁ,sɑ̃ginɛʁ
sanguinolent,sanguinolent,sɑ̃ginOlɑ̃,sɑ̃ginOlɑ̃,sɑ̃ginOlɑ̃t,sɑ̃ginOlɑ̃t
sanieux,sanieux,sanjø,sanjø,sanjøz,sanjøz
sanitaire,sanitaire,sanitɛʁ,sanitɛʁ,sanitɛʁ,sanitɛʁ
sans-coeur,sans-coeur,sɑ̃kœʁ,sɑ̃kœʁ,sɑ̃kœʁ,sɑ̃kœʁ
sanscrit,sanscrit:sanskrit,sɑ̃skʁi,sɑ̃skʁi,sɑ̃skʁit,sɑ̃skʁit
saoudien,saoudien,saudjɛ̃,saudjɛ̃,saudjɛn,saudjɛn
saoudite,saoudite,saudit,saudit,saudit,saudit
saoul,saoul:soûl,su,su,sul,sul
saphène,saphène,safɛn,safɛn,safɛn,safɛn
saphir,saphir,safiʁ,safiʁ,safiʁ,safiʁ
sapide,sapide,sapid,sapid,sapid,sapid
sarcastique,sarcastique,saʁkastik,saʁkastik,saʁkastik,saʁkastik
sardanapalesque,sardanapalesque,saʁdanapalɛsk,saʁdanapalɛsk,saʁdanapalɛsk,saʁdanapalɛsk
sarde,sarde,saʁd,saʁd,saʁd,saʁd
sardonique,sardonique,saʁdOnik,saʁdOnik,saʁdOnik,saʁdOnik
sarrasin,sarrasin,saʁazɛ̃,saʁazɛ̃,saʁazin,saʁazin
sarrois,sarrois,saʁwa,saʁwa,saʁwaz,saʁwaz
sassanide,sassanide,sasanid,sasanid,sasanid,sasanid
satané,satané,satane,satane,satane,satane
satanique,satanique,satanik,satanik,satanik,satanik
sataniste,sataniste,satanist,satanist,satanist,satanist
satellitaire,satellitaire,satElitɛʁ,satElitɛʁ,satElitɛʁ,satElitɛʁ
satiné,satiné,satine,satine,satine,satine
satirique,satirique:satyrique,satiʁik,satiʁik,satiʁik,satiʁik
satisfaisant,satisfaisant,satisfəzɑ̃,satisfəzɑ̃,satisfəzɑ̃t,satisfəzɑ̃t
satisfait,satisfait,satisfɛ,satisfɛ,satisfɛt,satisfɛt
saturé,saturé,satyʁe,satyʁe,satyʁe,satyʁe
saturnien,saturnien,satyʁnjɛ̃,satyʁnjɛ̃,satyʁnjɛn,satyʁnjɛn
saucé,saucé,sOse,sOse,sOse,sOse
sauf,sauf,sof,sof,sov,sov
saugrenu,saugrenu,sOgʁəny,sOgʁəny,sOgʁəny,sOgʁəny
saumâtre,saumâtre,sOmatʁ,sOmatʁ,sOmatʁ,sOmatʁ
saumon,saumon,sOmɔ̃,sOmɔ̃,sOmɔ̃,sOmɔ̃
saumoné,saumoné,sOmOne,sOmOne,sOmOne,sOmOne
saumuré,saumuré,sOmyʁe,sOmyʁe,sOmyʁe,sOmyʁe
saur,saur,soʁ,soʁ,soʁ,soʁ
sauret,sauret,sOʁɛ,sOʁɛ,sOʁɛ,sOʁɛ
saurien,saurien,sOʁjɛ̃,sOʁjɛ̃,sOʁjɛn,sOʁjɛn
sautant,sautant,sOtɑ̃,sOtɑ̃,sOtɑ̃t,sOtɑ̃t
sauté,sauté,sOte,sOte,sOte,sOte
sautillant,sautillant,sOtijɑ̃,sOtijɑ̃,sOtijɑ̃t,sOtijɑ̃t
sauvage,sauvage,sOvaʒ,sOvaʒ,sOvaʒ,sOvaʒ
savant,savant,savɑ̃,savɑ̃,savɑ̃t,savɑ̃t
savantissime,savantissime,savɑ̃tisim,savɑ̃tisim,savɑ̃tisim,savɑ̃tisim
savonneux,savonneux,savOnø,savOnø,savOnøz,savOnøz
savonnier,savonnier,savOnje,savOnje,savOnjɛʁ,savOnjɛʁ
savoureux,savoureux,savuʁø,savuʁø,savuʁøz,savuʁøz
savoyard,savoyard,savwajaʁ,savwajaʁ,savwajaʁd,savwajaʁd
saxon,saxon,saksɔ̃,saksɔ̃,saksɔn,saksɔn
scabieux,scabieux,skabjø,skabjø,skabjøz,skabjøz
scabreux,scabreux,skabʁø,skabʁø,skabʁøz,skabʁøz
scalène,scalène,skalɛn,skalɛn,skalɛn,skalɛn
scandaleux,scandaleux,skɑ̃dalø,skɑ̃dalø,skɑ̃daløz,skɑ̃daløz
scandalisé,scandalisé,skɑ̃dalize,skɑ̃dalize,skɑ̃dalize,skɑ̃dalize
scandinave,scandinave,skɑ̃dinav,skɑ̃dinav,skɑ̃dinav,skɑ̃dinav
scaphoïde,scaphoïde,skafOid,skafOid,skafOid,skafOid
scapulaire,scapulaire,skapylɛʁ,skapylɛʁ,skapylɛʁ,skapylɛʁ
scarlatin,scarlatin,skaʁlatɛ̃,skaʁlatɛ̃,skaʁlatin,skaʁlatin
scato,scato,skato,skato,skato,skato
scatologique,scatologique,skatOlOʒik,skatOlOʒik,skatOlOʒik,skatOlOʒik
scatophile,scatophile,skatOfil,skatOfil,skatOfil,skatOfil
scélérat,scélérat,sElEʁa,sElEʁa,sElEʁat,sElEʁat
scellé,scellé,sEle,sEle,sEle,sEle
scénaristique,scénaristique,sEnaʁistik,sEnaʁistik,sEnaʁistik,sEnaʁistik
scénique,scénique,sEnik,sEnik,sEnik,sEnik
scénographique,scénographique,sEnOgʁafik,sEnOgʁafik,sEnOgʁafik,sEnOgʁafik
sceptique,sceptique:septique,sEptik,sEptik,sEptik,sEptik
schématique,schématique,ʃEmatik,ʃEmatik,ʃEmatik,ʃEmatik
schismatique,schismatique,ʃismatik,ʃismatik,ʃismatik,ʃismatik
schisteux,schisteux,ʃistø,ʃistø,ʃistøz,ʃistøz
schizoïde,schizoïde,skizOid,skizOid,skizOid,skizOid
schizophrène,schizophrène,skizOfʁɛn,skizOfʁɛn,skizOfʁɛn,skizOfʁɛn
schizophrénique,schizophrénique,skizOfʁEnik,skizOfʁEnik,skizOfʁEnik,skizOfʁEnik
scialytique,scialytique,sjalitik,sjalitik,sjalitik,sjalitik
sciant,sciant,sjɑ̃,sjɑ̃,sjɑ̃t,sjɑ̃t
sciatique,sciatique,sjatik,sjatik,sjatik,sjatik
scientifique,scientifique,sjɑ̃tifik,sjɑ̃tifik,sjɑ̃tifik,sjɑ̃tifik
scientiste,scientiste,sjɑ̃tist,sjɑ̃tist,sjɑ̃tist,sjɑ̃tist
scintillant,scintillant,sɛ̃tijɑ̃,sɛ̃tijɑ̃,sɛ̃tijɑ̃t,sɛ̃tijɑ̃t
scissionniste,scissionniste,sisjOnist,sisjOnist,sisjOnist,sisjOnist
scléreux,scléreux,sklEʁø,sklEʁø,sklEʁøz,sklEʁøz
sclérosant,sclérosant,sklEʁOzɑ̃,sklEʁOzɑ̃,sklEʁOzɑ̃t,sklEʁOzɑ̃t
sclérosé,sclérosé,sklEʁOze,sklEʁOze,sklEʁOze,sklEʁOze
scolaire,scolaire,skOlɛʁ,skOlɛʁ,skOlɛʁ,skOlɛʁ
scolastique,scolastique,skOlastik,skOlastik,skOlastik,skOlastik
scout,scout,skut,skut,skut,skut
scratch,scratch,skʁatʃ,skʁatʃ,skʁatʃ,skʁatʃ
scrofuleux,scrofuleux,skʁOfylø,skʁOfylø,skʁOfyløz,skʁOfyløz
scrotal,scrotal,skʁOtal,skʁOto,skʁOtal,skʁOtal
scrupuleux,scrupuleux,skʁypylø,skʁypylø,skʁypyløz,skʁypyløz
scrutateur,scrutateur,skʁytatœʁ,skʁytatœʁ,skʁytatʁis,skʁytatʁis
sculpté,sculpté,skylte,skylte,skylte,skylte
sculptural,sculptural,skyltyʁal,skyltyʁo,skyltyʁal,skyltyʁal
scythe,scythe,sit,sit,sit,sit
séant,séant,sEɑ̃,sEɑ̃,sEɑ̃t,sEɑ̃t
sébacé,sébacé,sEbase,sEbase,sEbase,sEbase
séborrhéique,séborrhéique,sEbOʁEik,sEbOʁEik,sEbOʁEik,sEbOʁEik
sec,sec,sɛk,sɛk,sɛʃ,sɛʃ
sécessionniste,sécessionniste,sEsEsjOnist,sEsEsjOnist,sEsEsjOnist,sEsEsjOnist
second,second,səgɔ̃,səgɔ̃,səgɔ̃d,səgɔ̃d
secondaire,secondaire,səgɔ̃dɛʁ,səgɔ̃dɛʁ,səgɔ̃dɛʁ,səgɔ̃dɛʁ
secourable,secourable,səkuʁabl,səkuʁabl,səkuʁabl,səkuʁabl
secret,secret,səkʁɛ,səkʁɛ,səkʁɛt,səkʁɛt
sécréteur,sécréteur,sEkʁEtœʁ,sEkʁEtœʁ,sEkʁEtʁis,sEkʁEtʁis
sectaire,sectaire,sEktɛʁ,sEktɛʁ,sEktɛʁ,sEktɛʁ
sectoriel,sectoriel,sEktɔʁjɛl,sEktɔʁjɛl,sEktɔʁjɛl,sEktɔʁjɛl
séculaire,séculaire,sEkylɛʁ,sEkylɛʁ,sEkylɛʁ,sEkylɛʁ
séculier,séculier,sEkylje,sEkylje,sEkyljɛʁ,sEkyljɛʁ
sécurisant,sécurisant,sEkyʁizɑ̃,sEkyʁizɑ̃,sEkyʁizɑ̃t,sEkyʁizɑ̃t
sécuritaire,sécuritaire,sEkyʁitɛʁ,sEkyʁitɛʁ,sEkyʁitɛʁ,sEkyʁitɛʁ
sédatif,sédatif,sEdatif,sEdatif,sEdativ,sEdativ
sédentaire,sédentaire,sEdɑ̃tɛʁ,sEdɑ̃tɛʁ,sEdɑ̃tɛʁ,sEdɑ̃tɛʁ
sédimentaire,sédimentaire,sEdimɑ̃tɛʁ,sEdimɑ̃tɛʁ,sEdimɑ̃tɛʁ,sEdimɑ̃tɛʁ
séditieux,séditieux,sEdisjø,sEdisjø,sEdisjøz,sEdisjøz
séducteur,séducteur,sEdyktœʁ,sEdyktœʁ,sEdyktʁis,sEdyktʁis
séduisant,séduisant,sEdɥizɑ̃,sEdɥizɑ̃,sEdɥizɑ̃t,sEdɥizɑ̃t
séduit,séduit,sEdɥi,sEdɥi,sEdɥit,sEdɥit
séfarade,séfarade:sépharade,sEfaʁad,sEfaʁad,sEfaʁad,sEfaʁad
segmentaire,segmentaire,sɛgmɑ̃tɛʁ,sɛgmɑ̃tɛʁ,sɛgmɑ̃tɛʁ,sɛgmɑ̃tɛʁ
segmental,segmental,sɛgmɑ̃tal,sɛgmɑ̃to,sɛgmɑ̃tal,sɛgmɑ̃tal
ségrégationniste,ségrégationniste,sEgʁEgasjOnist,sEgʁEgasjOnist,sEgʁEgasjOnist,sEgʁEgasjOnist
seigneurial,seigneurial,sEɲØʁjal,sEɲØʁjo,sEɲØʁjal,sEɲØʁjal
seizième,seizième,sEzjɛm,sEzjɛm,sEzjɛm,sEzjɛm
seldjoukide,seldjoukide,sɛldʒukid,sɛldʒukid,sɛldʒukid,sɛldʒukid
select,select:sélect,sElɛkt,sElɛkt,sElɛkt,sElɛkt
sélectif,sélectif,sElEktif,sElEktif,sElEktiv,sElEktiv
sélectionné,sélectionné,sElEksjOne,sElEksjOne,sElEksjOne,sElEksjOne
sémantique,sémantique,sEmɑ̃tik,sEmɑ̃tik,sEmɑ̃tik,sEmɑ̃tik
sémaphorique,sémaphorique,sEmafOʁik,sEmafOʁik,sEmafOʁik,sEmafOʁik
semblable,semblable,sɑ̃blabl,sɑ̃blabl,sɑ̃blabl,sɑ̃blabl
semé,semé,səme,səme,səme,səme
semestriel,semestriel,səmEstʁijɛl,səmEstʁijɛl,səmEstʁijɛl,səmEstʁijɛl
semi-aride,semi-aride,səmiaʁid,səmiaʁid,səmiaʁid,səmiaʁid
semi-automatique,semi-automatique,səmiOtOmatik,səmiOtOmatik,səmiOtOmatik,səmiOtOmatik
semi-circulaire,semi-circulaire,səmisiʁkylɛʁ,səmisiʁkylɛʁ,səmisiʁkylɛʁ,səmisiʁkylɛʁ
semi-lunaire,semi-lunaire,səmilynɛʁ,səmilynɛʁ,səmilynɛʁ,səmilynɛʁ
semi-nomade,semi-nomade,səminOmad,səminOmad,səminOmad,səminOmad
semi-officiel,semi-officiel,səmiOfisjɛl,səmiOfisjɛl,səmiOfisjɛl,səmiOfisjɛl
semi-ouvert,semi-ouvert,səmiuvɛʁ,səmiuvɛʁ,səmiuvɛʁt,səmiuvɛʁt
semi-perméable,semi-perméable,səmipɛʁmEabl,səmipɛʁmEabl,səmipɛʁmEabl,səmipɛʁmEabl
semi-phonétique,semi-phonétique,səmifOnEtik,səmifOnEtik,səmifOnEtik,səmifOnEtik
semi-précieux,semi-précieux,səmipʁEsjø,səmipʁEsjø,səmipʁEsjøz,səmipʁEsjøz
semi-public,semi-public,səmipyblik,səmipyblik,səmipyblik,səmipyblik
semi-rigide,semi-rigide,səmiʁiʒid,səmiʁiʒid,səmiʁiʒid,səmiʁiʒid
sémillant,sémillant,sEmijɑ̃,sEmijɑ̃,sEmijɑ̃t,sEmijɑ̃t
séminal,séminal,sEminal,sEmino,sEminal,sEminal
séminole,séminole,sEminɔl,sEminɔl,sEminɔl,sEminɔl
sémite,sémite,sEmit,sEmit,sEmit,sEmit
sémitique,sémitique,sEmitik,sEmitik,sEmitik,sEmitik
sempiternel,sempiternel,sɑ̃pitɛʁnɛl,sɑ̃pitɛʁnɛl,sɑ̃pitɛʁnɛl,sɑ̃pitɛʁnɛl
sénatorial,sénatorial,sEnatɔʁjal,sEnatɔʁjo,sEnatɔʁjal,sEnatɔʁjal
sénégalais,sénégalais,sEnEgalɛ,sEnEgalɛ,sEnEgalɛz,sEnEgalɛz
senestre,senestre,sEnɛstʁ,sEnɛstʁ,sEnɛstʁ,sEnɛstʁ
sénile,sénile,sEnil,sEnil,sEnil,sEnil
senior,senior,sEnjɔʁ,sEnjɔʁ,sEnjɔʁ,sEnjɔʁ
sensas,sensas:sensass,sɑ̃sas,sɑ̃sas,sɑ̃sas,sɑ̃sas
sensationnel,sensationnel,sɑ̃sasjOnɛl,sɑ̃sasjOnɛl,sɑ̃sasjOnɛl,sɑ̃sasjOnɛl
sensible,sensible,sɑ̃sibl,sɑ̃sibl,sɑ̃sibl,sɑ̃sibl
sensitif,sensitif,sɑ̃sitif,sɑ̃sitif,sɑ̃sitiv,sɑ̃sitiv
sensoriel,sensoriel,sɑ̃sɔʁjɛl,sɑ̃sɔʁjɛl,sɑ̃sɔʁjɛl,sɑ̃sɔʁjɛl
sensuel,sensuel,sɑ̃sɥɛl,sɑ̃sɥɛl,sɑ̃sɥɛl,sɑ̃sɥɛl
sentant,sentant,sɑ̃tɑ̃,sɑ̃tɑ̃,sɑ̃tɑ̃t,sɑ̃tɑ̃t
sentencieux,sentencieux,sɑ̃tɑ̃sjø,sɑ̃tɑ̃sjø,sɑ̃tɑ̃sjøz,sɑ̃tɑ̃sjøz
senti,senti,sɑ̃ti,sɑ̃ti,sɑ̃ti,sɑ̃ti
sentimental,sentimental,sɑ̃timɑ̃tal,sɑ̃timɑ̃to,sɑ̃timɑ̃tal,sɑ̃timɑ̃tal
séoudite,séoudite,sEudit,sEudit,sEudit,sEudit
séparable,séparable,sEpaʁabl,sEpaʁabl,sEpaʁabl,sEpaʁabl
séparateur,séparateur,sEpaʁatœʁ,sEpaʁatœʁ,sEpaʁatʁis,sEpaʁatʁis
séparatiste,séparatiste,sEpaʁatist,sEpaʁatist,sEpaʁatist,sEpaʁatist
séparé,séparé,sEpaʁe,sEpaʁe,sEpaʁe,sEpaʁe
septal,septal,sEptal,sEpto,sEptal,sEptal
septentrional,septentrional,sɛptɑ̃tʁijOnal,sɛptɑ̃tʁijOno,sɛptɑ̃tʁijOnal,sɛptɑ̃tʁijOnal
septicémique,septicémique,sEptisEmik,sEptisEmik,sEptisEmik,sEptisEmik
septième,septième,sEtjɛm,sEtjɛm,sEtjɛm,sEtjɛm
septuagénaire,septuagénaire,sEptɥaʒEnɛʁ,sEptɥaʒEnɛʁ,sEptɥaʒEnɛʁ,sEptɥaʒEnɛʁ
septuple,septuple,sɛptypl,sɛptypl,sɛptypl,sɛptypl
sépulcral,sépulcral,sEpylkʁal,sEpylkʁo,sEpylkʁal,sEpylkʁal
séquentiel,séquentiel,sEkɑ̃sjɛl,sEkɑ̃sjɛl,sEkɑ̃sjɛl,sEkɑ̃sjɛl
séraphique,séraphique,sEʁafik,sEʁafik,sEʁafik,sEʁafik
serbe,serbe,sɛʁb,sɛʁb,sɛʁb,sɛʁb
serbo-croate,serbo-croate,sɛʁbOkʁOat,sɛʁbOkʁOat,sɛʁbOkʁOat,sɛʁbOkʁOat
serein,serein,səʁɛ̃,səʁɛ̃,səʁɛn,səʁɛn
sérénissime,sérénissime,sEʁEnisim,sEʁEnisim,sEʁEnisim,sEʁEnisim
séreux,séreux,sEʁø,sEʁø,sEʁøz,sEʁøz
serf,serf,sɛʁ,sɛʁ,sɛʁv,sɛʁv
sériel,sériel,sEʁjɛl,sEʁjɛl,sEʁjɛl,sEʁjɛl
sérieux,sérieux,sEʁjø,sEʁjø,sEʁjøz,sEʁjøz
sérique,sérique,sEʁik,sEʁik,sEʁik,sEʁik
sermonneur,sermonneur,sɛʁmOnœʁ,sɛʁmOnœʁ,sɛʁmOnøz,sɛʁmOnøz
séronégatif,séronégatif,sEʁOnEgatif,sEʁOnEgatif,sEʁOnEgativ,sEʁOnEgativ
séropositif,séropositif,sEʁOpOzitif,sEʁOpOzitif,sEʁOpOzitiv,sEʁOpOzitiv
serpentant,serpentant,sɛʁpɑ̃tɑ̃,sɛʁpɑ̃tɑ̃,sɛʁpɑ̃tɑ̃t,sɛʁpɑ̃tɑ̃t
serpentiforme,serpentiforme,sɛʁpɑ̃tifɔʁm,sɛʁpɑ̃tifɔʁm,sɛʁpɑ̃tifɔʁm,sɛʁpɑ̃tifɔʁm
serpentin,serpentin,sɛʁpɑ̃tɛ̃,sɛʁpɑ̃tɛ̃,sɛʁpɑ̃tin,sɛʁpɑ̃tin
serré,serré,sEʁe,sEʁe,sEʁe,sEʁe
servant,servant,sɛʁvɑ̃,sɛʁvɑ̃,sɛʁvɑ̃t,sɛʁvɑ̃t
servi,servi,sɛʁvi,sɛʁvi,sɛʁvi,sɛʁvi
serviable,serviable,sɛʁvjabl,sɛʁvjabl,sɛʁvjabl,sɛʁvjabl
servile,servile,sɛʁvil,sɛʁvil,sɛʁvil,sɛʁvil
sésamoïde,sésamoïde,sEzamOid,sEzamOid,sEzamOid,sEzamOid
seul,seul,sœl,sœl,sœl,sœl
seulabre,seulabre,sØlabʁ,sØlabʁ,sØlabʁ,sØlabʁ
seulet,seulet,sØlɛ,sØlɛ,sØlɛt,sØlɛt
sévère,sévère,sEvɛʁ,sEvɛʁ,sEvɛʁ,sEvɛʁ
sévillan,sévillan,sEvijɑ̃,sEvijɑ̃,sEvijan,sEvijan
sexagénaire,sexagénaire,sEksaʒEnɛʁ,sEksaʒEnɛʁ,sEksaʒEnɛʁ,sEksaʒEnɛʁ
sexiste,sexiste,sEksist,sEksist,sEksist,sEksist
sexologique,sexologique,sEksOlOʒik,sEksOlOʒik,sEksOlOʒik,sEksOlOʒik
sextil,sextil,sEkstil,sEkstil,sEkstil,sEkstil
sextuple,sextuple,sɛkstypl,sɛkstypl,sɛkstypl,sɛkstypl
sexué,sexué,sEksɥe,sEksɥe,sEksɥe,sEksɥe
sexuel,sexuel,sEksɥɛl,sEksɥɛl,sEksɥɛl,sEksɥɛl
sexy,sexy,sEksi,sEksi,sEksi,sEksi
seyant,seyant,sEjɑ̃,sEjɑ̃,sEjɑ̃t,sEjɑ̃t
shakespearien,shakespearien,ʃEkspiʁjɛ̃,ʃEkspiʁjɛ̃,ʃEkspiʁjɛn,ʃEkspiʁjɛn
shanghaien,shanghaien,ʃɑ̃gajɛ̃,ʃɑ̃gajɛ̃,ʃɑ̃gajɛn,ʃɑ̃gajɛn
shintoïste,shintoïste,ʃintOist,ʃintOist,ʃintOist,ʃintOist
shocking,shocking,ʃOkiŋ,ʃOkiŋ,ʃOkiŋ,ʃOkiŋ
shogunal,shogunal,ʃOgynal,ʃOgyno,ʃOgynal,ʃOgynal
siamois,siamois,sjamwa,sjamwa,sjamwaz,sjamwaz
sibérien,sibérien,sibEʁjɛ̃,sibEʁjɛ̃,sibEʁjɛn,sibEʁjɛn
sibilant,sibilant,sibilɑ̃,sibilɑ̃,sibilɑ̃t,sibilɑ̃t
sibyllin,sibyllin,sibilɛ̃,sibilɛ̃,sibilin,sibilin
sicilien,sicilien,sisiljɛ̃,sisiljɛ̃,sisiljɛn,sisiljɛn
sidaïque,sidaïque,sidaik,sidaik,sidaik,sidaik
sidéen,sidéen,sidEɛ̃,sidEɛ̃,sidEɛn,sidEɛn
sidéral,sidéral,sidEʁal,sidEʁo,sidEʁal,sidEʁal
sidérant,sidérant,sidEʁɑ̃,sidEʁɑ̃,sidEʁɑ̃t,sidEʁɑ̃t
sidéré,sidéré,sidEʁe,sidEʁe,sidEʁe,sidEʁe
sidérurgique,sidérurgique,sidEʁyʁʒik,sidEʁyʁʒik,sidEʁyʁʒik,sidEʁyʁʒik
sienne,sienne,sjɛn,sjɛn,sjɛn,sjɛn
siennois,siennois,sjEnwa,sjEnwa,sjEnwaz,sjEnwaz
sifflant,sifflant,siflɑ̃,siflɑ̃,siflɑ̃t,siflɑ̃t
siffleur,siffleur,siflœʁ,siflœʁ,sifløz,sifløz
sigillaire,sigillaire,siʒilɛʁ,siʒilɛʁ,siʒilɛʁ,siʒilɛʁ
sigillé,sigillé,siʒile,siʒile,siʒile,siʒile
sigmoïde,sigmoïde,sigmOid,sigmOid,sigmOid,sigmOid
signalé,signalé,siɲale,siɲale,siɲale,siɲale
signalétique,signalétique,siɲalEtik,siɲalEtik,siɲalEtik,siɲalEtik
signé,signé,siɲe,siɲe,siɲe,siɲe
signifiant,signifiant,siɲifjɑ̃,siɲifjɑ̃,siɲifjɑ̃t,siɲifjɑ̃t
significatif,significatif,siɲifikatif,siɲifikatif,siɲifikativ,siɲifikativ
silencieux,silencieux,silɑ̃sjø,silɑ̃sjø,silɑ̃sjøz,silɑ̃sjøz
silésien,silésien,silEzjɛ̃,silEzjɛ̃,silEzjɛn,silEzjɛn
siliceux,siliceux,silisø,silisø,silisøz,silisøz
silicosé,silicosé,silikOze,silikOze,silikOze,silikOze
sillonné,sillonné,sijOne,sijOne,sijOne,sijOne
simien,simien,simjɛ̃,simjɛ̃,simjɛn,simjɛn
simiesque,simiesque,simjɛsk,simjɛsk,simjɛsk,simjɛsk
similaire,similaire,similɛʁ,similɛʁ,similɛʁ,similɛʁ
simoniaque,simoniaque,simOnjak,simOnjak,simOnjak,simOnjak
simple,simple,sɛ̃pl,sɛ̃pl,sɛ̃pl,sɛ̃pl
simplet,simplet,sɛ̃plɛ,sɛ̃plɛ,sɛ̃plɛt,sɛ̃plɛt
simplissime,simplissime,sɛ̃plisim,sɛ̃plisim,sɛ̃plisim,sɛ̃plisim
simpliste,simpliste,sɛ̃plist,sɛ̃plist,sɛ̃plist,sɛ̃plist
simulé,simulé,simyle,simyle,simyle,simyle
simultané,simultané,simyltane,simyltane,simyltane,simyltane
sincère,sincère,sɛ̃sɛʁ,sɛ̃sɛʁ,sɛ̃sɛʁ,sɛ̃sɛʁ
singulier,singulier,sɛ̃gylje,sɛ̃gylje,sɛ̃gyljɛʁ,sɛ̃gyljɛʁ
sinistre,sinistre,sinistʁ,sinistʁ,sinistʁ,sinistʁ
sinistré,sinistré,sinistʁe,sinistʁe,sinistʁe,sinistʁe
sino-américain,sino-américain,sinOamEʁikɛ̃,sinOamEʁikɛ̃,sinOamEʁikɛn,sinOamEʁikɛn
sino-arabe,sino-arabe,sinOaʁab,sinOaʁab,sinOaʁab,sinOaʁab
sino-japonais,sino-japonais,sinOʒapOnɛ,sinOʒapOnɛ,sinOʒapOnɛz,sinOʒapOnɛz
sinueux,sinueux,sinɥø,sinɥø,sinɥøz,sinɥøz
sinusal,sinusal,sinyzal,sinyzo,sinyzal,sinyzal
sinusoïdal,sinusoïdal,sinyzOidal,sinyzOido,sinyzOidal,sinyzOidal
sioniste,sioniste,sjOnist,sjOnist,sjOnist,sjOnist
