lexeme,variants,msg,mpl,fsg,fpl
repris,repris,ʁəpʁi,ʁəpʁi,ʁəpʁiz,ʁəpʁiz
réprobateur,réprobateur,ʁEpʁObatœʁ,ʁEpʁObatœʁ,ʁEpʁObatʁis,ʁEpʁObatʁis
reproducteur,reproducteur,ʁəpʁOdyktœʁ,ʁəpʁOdyktœʁ,ʁəpʁOdyktʁis,ʁəpʁOdyktʁis
reproductible,reproductible,ʁəpʁOdyktibl,ʁəpʁOdyktibl,ʁəpʁOdyktibl,ʁəpʁOdyktibl
reproductif,reproductif,ʁəpʁOdyktif,ʁəpʁOdyktif,ʁəpʁOdyktiv,ʁəpʁOdyktiv
réprouvé,réprouvé,ʁEpʁuve,ʁEpʁuve,ʁEpʁuve,ʁEpʁuve
reptilien,reptilien,ʁEptiljɛ̃,ʁEptiljɛ̃,ʁEptiljɛn,ʁEptiljɛn
repu,repu,ʁəpy,ʁəpy,ʁəpy,ʁəpy
républicain,républicain,ʁEpyblikɛ̃,ʁEpyblikɛ̃,ʁEpyblikɛn,ʁEpyblikɛn
répugnant,répugnant,ʁEpyɲɑ̃,ʁEpyɲɑ̃,ʁEpyɲɑ̃t,ʁEpyɲɑ̃t
répulsif,répulsif,ʁEpylsif,ʁEpylsif,ʁEpylsiv,ʁEpylsiv
réputé,réputé,ʁEpyte,ʁEpyte,ʁEpyte,ʁEpyte
requis,requis,ʁəki,ʁəki,ʁəkiz,ʁəkiz
rerêvé,rerêvé,ʁəʁEve,ʁəʁEve,ʁəʁEve,ʁəʁEve
rescapé,rescapé,ʁEskape,ʁEskape,ʁEskape,ʁEskape
reséparé,reséparé,ʁəsEpaʁe,ʁəsEpaʁe,ʁəsEpaʁe,ʁəsEpaʁe
réservataire,réservataire,ʁEzɛʁvatwaʁ,ʁEzɛʁvatwaʁ,ʁEzɛʁvatwaʁ,ʁEzɛʁvatwaʁ
réservé,réservé,ʁEzɛʁve,ʁEzɛʁve,ʁEzɛʁve,ʁEzɛʁve
résidant,résidant:résident,ʁEzidɑ̃,ʁEzidɑ̃,ʁEzidɑ̃t,ʁEzidɑ̃t
résidentiel,résidentiel,ʁEzidɑ̃sjɛl,ʁEzidɑ̃sjɛl,ʁEzidɑ̃sjɛl,ʁEzidɑ̃sjɛl
résiduel,résiduel,ʁEzidɥɛl,ʁEzidɥɛl,ʁEzidɥɛl,ʁEzidɥɛl
résigné,résigné,ʁEziɲe,ʁEziɲe,ʁEziɲe,ʁEziɲe
résiliable,résiliable,ʁEziljabl,ʁEziljabl,ʁEziljabl,ʁEziljabl
résiné,résiné,ʁEzine,ʁEzine,ʁEzine,ʁEzine
résineux,résineux,ʁEzinø,ʁEzinø,ʁEzinøz,ʁEzinøz
résistant,résistant,ʁEzistɑ̃,ʁEzistɑ̃,ʁEzistɑ̃t,ʁEzistɑ̃t
résistible,résistible,ʁEzistibl,ʁEzistibl,ʁEzistibl,ʁEzistibl
résolu,résolu,ʁEzOly,ʁEzOly,ʁEzOly,ʁEzOly
résoluble,résoluble,ʁEzOlybl,ʁEzOlybl,ʁEzOlybl,ʁEzOlybl
résorbable,résorbable,ʁEzɔʁbabl,ʁEzɔʁbabl,ʁEzɔʁbabl,ʁEzɔʁbabl
respectable,respectable,ʁEspEktabl,ʁEspEktabl,ʁEspEktabl,ʁEspEktabl
respecté,respecté,ʁEspEkte,ʁEspEkte,ʁEspEkte,ʁEspEkte
respectif,respectif,ʁEspEktif,ʁEspEktif,ʁEspEktiv,ʁEspEktiv
respectueux,respectueux,ʁEspEktɥø,ʁEspEktɥø,ʁEspEktɥøz,ʁEspEktɥøz
respirable,respirable,ʁEspiʁabl,ʁEspiʁabl,ʁEspiʁabl,ʁEspiʁabl
respiratoire,respiratoire,ʁEspiʁatwaʁ,ʁEspiʁatwaʁ,ʁEspiʁatwaʁ,ʁEspiʁatwaʁ
resplendissant,resplendissant,ʁEsplɑ̃disɑ̃,ʁEsplɑ̃disɑ̃,ʁEsplɑ̃disɑ̃t,ʁEsplɑ̃disɑ̃t
responsable,responsable,ʁEspɔ̃sabl,ʁEspɔ̃sabl,ʁEspɔ̃sabl,ʁEspɔ̃sabl
resquilleur,resquilleur,ʁEskijœʁ,ʁEskijœʁ,ʁEskijøz,ʁEskijøz
ressemblant,ressemblant,ʁəsɑ̃blɑ̃,ʁəsɑ̃blɑ̃,ʁəsɑ̃blɑ̃t,ʁəsɑ̃blɑ̃t
ressenti,ressenti,ʁəsɑ̃ti,ʁəsɑ̃ti,ʁəsɑ̃ti,ʁəsɑ̃ti
resserré,resserré,ʁəsEʁe,ʁəsEʁe,ʁəsEʁe,ʁəsEʁe
restant,restant,ʁEstɑ̃,ʁEstɑ̃,ʁEstɑ̃t,ʁEstɑ̃t
restreint,restreint,ʁEstʁɛ̃,ʁEstʁɛ̃,ʁEstʁɛ̃t,ʁEstʁɛ̃t
restrictif,restrictif,ʁEstʁiktif,ʁEstʁiktif,ʁEstʁiktiv,ʁEstʁiktiv
résultant,résultant,ʁEzyltɑ̃,ʁEzyltɑ̃,ʁEzyltɑ̃t,ʁEzyltɑ̃t
résurgent,résurgent,ʁEzyʁʒɑ̃,ʁEzyʁʒɑ̃,ʁEzyʁʒɑ̃t,ʁEzyʁʒɑ̃t
retardataire,retardataire,ʁətaʁdatɛʁ,ʁətaʁdatɛʁ,ʁətaʁdatɛʁ,ʁətaʁdatɛʁ
retardé,retardé,ʁətaʁde,ʁətaʁde,ʁətaʁde,ʁətaʁde
retentissant,retentissant,ʁətɑ̃tisɑ̃,ʁətɑ̃tisɑ̃,ʁətɑ̃tisɑ̃t,ʁətɑ̃tisɑ̃t
retenu,retenu,ʁətəny,ʁətəny,ʁətəny,ʁətəny
réticent,réticent,ʁEtisɑ̃,ʁEtisɑ̃,ʁEtisɑ̃t,ʁEtisɑ̃t
réticulaire,réticulaire,ʁEtikylɛʁ,ʁEtikylɛʁ,ʁEtikylɛʁ,ʁEtikylɛʁ
réticulé,réticulé,ʁEtikyle,ʁEtikyle,ʁEtikyle,ʁEtikyle
rétif,rétif,ʁEtif,ʁEtif,ʁEtiv,ʁEtiv
rétinien,rétinien,ʁEtinjɛ̃,ʁEtinjɛ̃,ʁEtinjɛn,ʁEtinjɛn
retirable,retirable,ʁətiʁabl,ʁətiʁabl,ʁətiʁabl,ʁətiʁabl
retiré,retiré,ʁətiʁe,ʁətiʁe,ʁətiʁe,ʁətiʁe
retombant,retombant,ʁətɔ̃bɑ̃,ʁətɔ̃bɑ̃,ʁətɔ̃bɑ̃t,ʁətɔ̃bɑ̃t
retors,retors,ʁətɔʁ,ʁətɔʁ,ʁətɔʁs,ʁətɔʁs
rétractable,rétractable,ʁEtʁaktabl,ʁEtʁaktabl,ʁEtʁaktabl,ʁEtʁaktabl
rétractile,rétractile,ʁEtʁaktil,ʁEtʁaktil,ʁEtʁaktil,ʁEtʁaktil
retraité,retraité,ʁətʁEte,ʁətʁEte,ʁətʁEte,ʁətʁEte
rétréci,rétréci,ʁEtʁEsi,ʁEtʁEsi,ʁEtʁEsi,ʁEtʁEsi
rétribué,rétribué,ʁEtʁibɥe,ʁEtʁibɥe,ʁEtʁibɥe,ʁEtʁibɥe
rétro,rétro,ʁEtʁo,ʁEtʁo,ʁEtʁo,ʁEtʁo
rétroactif,rétroactif,ʁEtʁOaktif,ʁEtʁOaktif,ʁEtʁOaktiv,ʁEtʁOaktiv
rétrograde,rétrograde,ʁEtʁOgʁad,ʁEtʁOgʁad,ʁEtʁOgʁad,ʁEtʁOgʁad
rétrospectif,rétrospectif,ʁEtʁOspEktif,ʁEtʁOspEktif,ʁEtʁOspEktiv,ʁEtʁOspEktiv
retroussé,retroussé,ʁətʁuse,ʁətʁuse,ʁətʁuse,ʁətʁuse
rétroviral,rétroviral,ʁEtʁOviʁal,ʁEtʁOviʁo,ʁEtʁOviʁal,ʁEtʁOviʁal
retu,retu,ʁəty,ʁəty,ʁəty,ʁəty
réussi,réussi,ʁEysi,ʁEysi,ʁEysi,ʁEysi
réutilisable,réutilisable,ʁEytilizabl,ʁEytilizabl,ʁEytilizabl,ʁEytilizabl
revanchard,revanchard,ʁəvɑ̃ʃaʁ,ʁəvɑ̃ʃaʁ,ʁəvɑ̃ʃaʁd,ʁəvɑ̃ʃaʁd
rêvassant,rêvassant,ʁEvasɑ̃,ʁEvasɑ̃,ʁEvasɑ̃t,ʁEvasɑ̃t
rêvé,rêvé,ʁEve,ʁEve,ʁEve,ʁEve
revêche,revêche,ʁəvɛʃ,ʁəvɛʃ,ʁəvɛʃ,ʁəvɛʃ
revécu,revécu,ʁəvEky,ʁəvEky,ʁəvEky,ʁəvEky
révélateur,révélateur,ʁEvElatœʁ,ʁEvElatœʁ,ʁEvElatʁis,ʁEvElatʁis
révélé,révélé,ʁEvEle,ʁEvEle,ʁEvEle,ʁEvEle
revenant,revenant,ʁəvənɑ̃,ʁəvənɑ̃,ʁəvənɑ̃t,ʁəvənɑ̃t
revendable,revendable,ʁəvɑ̃dabl,ʁəvɑ̃dabl,ʁəvɑ̃dabl,ʁəvɑ̃dabl
revendicateur,revendicateur,ʁəvɑ̃dikatœʁ,ʁəvɑ̃dikatœʁ,ʁəvɑ̃dikatʁis,ʁəvɑ̃dikatʁis
revendicatif,revendicatif,ʁəvɑ̃dikatif,ʁəvɑ̃dikatif,ʁəvɑ̃dikativ,ʁəvɑ̃dikativ
réverbérant,réverbérant,ʁEvɛʁbEʁɑ̃,ʁEvɛʁbEʁɑ̃,ʁEvɛʁbEʁɑ̃t,ʁEvɛʁbEʁɑ̃t
révérenciel,révérenciel,ʁEvEʁɑ̃sjɛl,ʁEvEʁɑ̃sjɛl,ʁEvEʁɑ̃sjɛl,ʁEvEʁɑ̃sjɛl
révérencieux,révérencieux,ʁEvEʁɑ̃sjø,ʁEvEʁɑ̃sjø,ʁEvEʁɑ̃sjøz,ʁEvEʁɑ̃sjøz
révérend,révérend,ʁEvEʁɑ̃,ʁEvEʁɑ̃,ʁEvEʁɑ̃d,ʁEvEʁɑ̃d
révérendissime,révérendissime,ʁEvEʁɑ̃disim,ʁEvEʁɑ̃disim,ʁEvEʁɑ̃disim,ʁEvEʁɑ̃disim
revérifié,revérifié,ʁəvEʁifje,ʁəvEʁifje,ʁəvEʁifje,ʁəvEʁifje
réversible,réversible,ʁEvɛʁsibl,ʁEvɛʁsibl,ʁEvɛʁsibl,ʁEvɛʁsibl
revêtu,revêtu,ʁəvEty,ʁəvEty,ʁəvEty,ʁəvEty
rêveur,rêveur,ʁEvœʁ,ʁEvœʁ,ʁEvøz,ʁEvøz
revigorant,revigorant,ʁəvigOʁɑ̃,ʁəvigOʁɑ̃,ʁəvigOʁɑ̃t,ʁəvigOʁɑ̃t
révisionniste,révisionniste,ʁEvizjOnist,ʁEvizjOnist,ʁEvizjOnist,ʁEvizjOnist
revitalisant,revitalisant,ʁəvitalizɑ̃,ʁəvitalizɑ̃,ʁəvitalizɑ̃t,ʁəvitalizɑ̃t
revivifié,revivifié,ʁəvivifje,ʁəvivifje,ʁəvivifje,ʁəvivifje
révocable,révocable,ʁEvOkabl,ʁEvOkabl,ʁEvOkabl,ʁEvOkabl
révoltant,révoltant,ʁEvɔltɑ̃,ʁEvɔltɑ̃,ʁEvɔltɑ̃t,ʁEvɔltɑ̃t
révolté,révolté,ʁEvɔlte,ʁEvɔlte,ʁEvɔlte,ʁEvɔlte
révolu,révolu,ʁEvOly,ʁEvOly,ʁEvOly,ʁEvOly
révolutionnaire,révolutionnaire,ʁEvOlysjOnɛʁ,ʁEvOlysjOnɛʁ,ʁEvOlysjOnɛʁ,ʁEvOlysjOnɛʁ
revu,revu,ʁəvy,ʁəvy,ʁəvy,ʁəvy
révulsé,révulsé,ʁEvylse,ʁEvylse,ʁEvylse,ʁEvylse
révulsif,révulsif,ʁEvylsif,ʁEvylsif,ʁEvylsiv,ʁEvylsiv
rexiste,rexiste,ʁEksist,ʁEksist,ʁEksist,ʁEksist
rhénan,rhénan,ʁEnɑ̃,ʁEnɑ̃,ʁEnan,ʁEnan
rhétoricien,rhétoricien,ʁEtOʁisjɛ̃,ʁEtOʁisjɛ̃,ʁEtOʁisjɛn,ʁEtOʁisjɛn
rhétorique,rhétorique,ʁEtOʁik,ʁEtOʁik,ʁEtOʁik,ʁEtOʁik
rhodanien,rhodanien,ʁOdanjɛ̃,ʁOdanjɛ̃,ʁOdanjɛn,ʁOdanjɛn
rhomboïdal,rhomboïdal,ʁɔ̃bOidal,ʁɔ̃bOido,ʁɔ̃bOidal,ʁɔ̃bOidal
rhumatisant,rhumatisant,ʁymatizɑ̃,ʁymatizɑ̃,ʁymatizɑ̃t,ʁymatizɑ̃t
rhumatismal,rhumatismal,ʁymatismal,ʁymatismo,ʁymatismal,ʁymatismal
rhumatoïde,rhumatoïde,ʁymatOid,ʁymatOid,ʁymatOid,ʁymatOid
riant,riant,ʁjɑ̃,ʁjɑ̃,ʁjɑ̃t,ʁjɑ̃t
ribaud,ribaud,ʁibo,ʁibo,ʁibod,ʁibod
riboulant,riboulant,ʁibulɑ̃,ʁibulɑ̃,ʁibulɑ̃t,ʁibulɑ̃t
ricain,ricain,ʁikɛ̃,ʁikɛ̃,ʁikɛn,ʁikɛn
ricanant,ricanant,ʁikanɑ̃,ʁikanɑ̃,ʁikanɑ̃t,ʁikanɑ̃t
ricaneur,ricaneur,ʁikanœʁ,ʁikanœʁ,ʁikanøz,ʁikanøz
richard,richard,ʁiʃaʁ,ʁiʃaʁ,ʁiʃaʁd,ʁiʃaʁd
riche,riche,ʁiʃ,ʁiʃ,ʁiʃ,ʁiʃ
richissime,richissime,ʁiʃisim,ʁiʃisim,ʁiʃisim,ʁiʃisim
ridé,ridé,ʁide,ʁide,ʁide,ʁide
ridicule,ridicule,ʁidikyl,ʁidikyl,ʁidikyl,ʁidikyl
rieur,rieur,ʁjœʁ,ʁjœʁ,ʁjøz,ʁjøz
rieux,rieux,ʁjø,ʁjø,ʁjøz,ʁjøz
rigide,rigide,ʁiʒid,ʁiʒid,ʁiʒid,ʁiʒid
rigolard,rigolard,ʁigOlaʁ,ʁigOlaʁ,ʁigOlaʁd,ʁigOlaʁd
rigoleur,rigoleur,ʁigOlœʁ,ʁigOlœʁ,ʁigOløz,ʁigOløz
rigolo,rigolo,ʁigOlo,ʁigOlo,ʁigOlɔt,ʁigOlɔt
rigoriste,rigoriste,ʁigOʁist,ʁigOʁist,ʁigOʁist,ʁigOʁist
rigoureux,rigoureux,ʁiguʁø,ʁiguʁø,ʁiguʁøz,ʁiguʁøz
rikiki,rikiki:riquiqui,ʁikiki,ʁikiki,ʁikiki,ʁikiki
rimant,rimant,ʁimɑ̃,ʁimɑ̃,ʁimɑ̃t,ʁimɑ̃t
rimbaldien,rimbaldien,ʁɛ̃baldjɛ̃,ʁɛ̃baldjɛ̃,ʁɛ̃baldjɛn,ʁɛ̃baldjɛn
ringard,ringard,ʁɛ̃gaʁ,ʁɛ̃gaʁ,ʁɛ̃gaʁd,ʁɛ̃gaʁd
ripou,ripou,ʁipu,ʁipu,ʁipu,ʁipu
ripuaire,ripuaire,ʁipɥɛʁ,ʁipɥɛʁ,ʁipɥɛʁ,ʁipɥɛʁ
risible,risible,ʁizibl,ʁizibl,ʁizibl,ʁizibl
risque-tout,risque-tout,ʁiskətu,ʁiskətu,ʁiskətu,ʁiskətu
risqué,risqué,ʁiske,ʁiske,ʁiske,ʁiske
rissolé,rissolé,ʁisOle,ʁisOle,ʁisOle,ʁisOle
ritualiste,ritualiste,ʁitɥalist,ʁitɥalist,ʁitɥalist,ʁitɥalist
rituel,rituel,ʁitɥɛl,ʁitɥɛl,ʁitɥɛl,ʁitɥɛl
rival,rival,ʁival,ʁivo,ʁival,ʁival
riverain,riverain,ʁivəʁɛ̃,ʁivəʁɛ̃,ʁivəʁɛn,ʁivəʁɛn
roboratif,roboratif,ʁObOʁatif,ʁObOʁatif,ʁObOʁativ,ʁObOʁativ
robuste,robuste,ʁObyst,ʁObyst,ʁObyst,ʁObyst
rocailleux,rocailleux,ʁOkajø,ʁOkajø,ʁOkajøz,ʁOkajøz
rocambolesque,rocambolesque,ʁOkɑ̃bOlɛsk,ʁOkɑ̃bOlɛsk,ʁOkɑ̃bOlɛsk,ʁOkɑ̃bOlɛsk
rocheux,rocheux,ʁOʃø,ʁOʃø,ʁOʃøz,ʁOʃøz
rococo,rococo,ʁOkOko,ʁOkOko,ʁOkOko,ʁOkOko
rogatoire,rogatoire,ʁOgatwaʁ,ʁOgatwaʁ,ʁOgatwaʁ,ʁOgatwaʁ
rogneux,rogneux,ʁOɲø,ʁOɲø,ʁOɲøz,ʁOɲøz
rogue,rogue,ʁɔg,ʁɔg,ʁɔg,ʁɔg
roide,roide,ʁwad,ʁwad,ʁwad,ʁwad
rom,rom,ʁɔm,ʁɔm,ʁɔm,ʁɔm
romain,romain,ʁOmɛ̃,ʁOmɛ̃,ʁOmɛn,ʁOmɛn
roman,roman,ʁOmɑ̃,ʁOmɑ̃,ʁOman,ʁOman
romancé,romancé,ʁOmɑ̃se,ʁOmɑ̃se,ʁOmɑ̃se,ʁOmɑ̃se
romand,romand,ʁOmɑ̃,ʁOmɑ̃,ʁOmɑ̃d,ʁOmɑ̃d
romanesque,romanesque,ʁOmanɛsk,ʁOmanɛsk,ʁOmanɛsk,ʁOmanɛsk
romantique,romantique,ʁOmɑ̃tik,ʁOmɑ̃tik,ʁOmɑ̃tik,ʁOmɑ̃tik
rompu,rompu,ʁɔ̃py,ʁɔ̃py,ʁɔ̃py,ʁɔ̃py
ronceux,ronceux,ʁɔ̃sø,ʁɔ̃sø,ʁɔ̃søz,ʁɔ̃søz
ronchon,ronchon,ʁɔ̃ʃɔ̃,ʁɔ̃ʃɔ̃,ʁɔ̃ʃɔn,ʁɔ̃ʃɔn
ronchonneur,ronchonneur,ʁɔ̃ʃOnœʁ,ʁɔ̃ʃOnœʁ,ʁɔ̃ʃOnøz,ʁɔ̃ʃOnøz
rond,rond,ʁɔ̃,ʁɔ̃,ʁɔ̃d,ʁɔ̃d
rondelet,rondelet,ʁɔ̃dəlɛ,ʁɔ̃dəlɛ,ʁɔ̃dəlɛt,ʁɔ̃dəlɛt
rondouillard,rondouillard,ʁɔ̃dujaʁ,ʁɔ̃dujaʁ,ʁɔ̃dujaʁd,ʁɔ̃dujaʁd
ronflant,ronflant,ʁɔ̃flɑ̃,ʁɔ̃flɑ̃,ʁɔ̃flɑ̃t,ʁɔ̃flɑ̃t
rongeant,rongeant,ʁɔ̃ʒɑ̃,ʁɔ̃ʒɑ̃,ʁɔ̃ʒɑ̃t,ʁɔ̃ʒɑ̃t
rongeur,rongeur,ʁɔ̃ʒœʁ,ʁɔ̃ʒœʁ,ʁɔ̃ʒøz,ʁɔ̃ʒøz
rongicide,rongicide,ʁɔ̃ʒisid,ʁɔ̃ʒisid,ʁɔ̃ʒisid,ʁɔ̃ʒisid
ronronnant,ronronnant,ʁɔ̃ʁOnɑ̃,ʁɔ̃ʁOnɑ̃,ʁɔ̃ʁOnɑ̃t,ʁɔ̃ʁOnɑ̃t
rosat,rosat,ʁOza,ʁOza,ʁOza,ʁOza
rosâtre,rosâtre,ʁOzatʁ,ʁOzatʁ,ʁOzatʁ,ʁOzatʁ
rose-thé,rose-thé,ʁozte,ʁozte,ʁozte,ʁozte
rose,rose,ʁoz,ʁoz,ʁoz,ʁoz
rosé,rosé,ʁOze,ʁOze,ʁOze,ʁOze
rosicrucien,rosicrucien,ʁOzikʁysjɛ̃,ʁOzikʁysjɛ̃,ʁOzikʁysjɛn,ʁOzikʁysjɛn
rosse,rosse,ʁɔs,ʁɔs,ʁɔs,ʁɔs
rotarien,rotarien,ʁOtaʁjɛ̃,ʁOtaʁjɛ̃,ʁOtaʁjɛn,ʁOtaʁjɛn
rotateur,rotateur,ʁOtatœʁ,ʁOtatœʁ,ʁOtatʁis,ʁOtatʁis
rotatif,rotatif,ʁOtatif,ʁOtatif,ʁOtativ,ʁOtativ
rotationnel,rotationnel,ʁOtasjOnɛl,ʁOtasjOnɛl,ʁOtasjOnɛl,ʁOtasjOnɛl
rotatoire,rotatoire,ʁOtatwaʁ,ʁOtatwaʁ,ʁOtatwaʁ,ʁOtatwaʁ
rôti,rôti,ʁOti,ʁOti,ʁOti,ʁOti
rotulien,rotulien,ʁOtyljɛ̃,ʁOtyljɛ̃,ʁOtyljɛn,ʁOtyljɛn
roturier,roturier,ʁOtyʁje,ʁOtyʁje,ʁOtyʁjɛʁ,ʁOtyʁjɛʁ
rouan,rouan,ʁwɑ̃,ʁwɑ̃,ʁwan,ʁwan
roublard,roublard,ʁublaʁ,ʁublaʁ,ʁublaʁd,ʁublaʁd
roucoulant,roucoulant,ʁukulɑ̃,ʁukulɑ̃,ʁukulɑ̃t,ʁukulɑ̃t
roucouleur,roucouleur,ʁukulœʁ,ʁukulœʁ,ʁukuløz,ʁukuløz
roué,roué,ʁwe,ʁwe,ʁwe,ʁwe
rouennais,rouennais,ʁwanɛ,ʁwanɛ,ʁwanɛz,ʁwanɛz
rouergat,rouergat,ʁwɛʁga,ʁwɛʁga,ʁwɛʁgat,ʁwɛʁgat
rouge-brun,rouge-brun,ʁuʒbʁœ̃,ʁuʒbʁœ̃,ʁuʒbʁyn,ʁuʒbʁyn
rouge-feu,rouge-feu,ʁuʒfø,ʁuʒfø,ʁuʒfø,ʁuʒfø
rouge,rouge,ʁuʒ,ʁuʒ,ʁuʒ,ʁuʒ
rougeâtre,rougeâtre,ʁuʒatʁ,ʁuʒatʁ,ʁuʒatʁ,ʁuʒatʁ
rougeaud,rougeaud,ʁuʒo,ʁuʒo,ʁuʒod,ʁuʒod
rougeoyant,rougeoyant,ʁuʒwajɑ̃,ʁuʒwajɑ̃,ʁuʒwajɑ̃t,ʁuʒwajɑ̃t
rougissant,rougissant,ʁuʒisɑ̃,ʁuʒisɑ̃,ʁuʒisɑ̃t,ʁuʒisɑ̃t
rouille,rouille,ʁuj,ʁuj,ʁuj,ʁuj
rouilleux,rouilleux,ʁujø,ʁujø,ʁujøz,ʁujøz
roulant,roulant,ʁulɑ̃,ʁulɑ̃,ʁulɑ̃t,ʁulɑ̃t
roulé,roulé,ʁule,ʁule,ʁule,ʁule
rouleur,rouleur,ʁulœʁ,ʁulœʁ,ʁuløz,ʁuløz
roumain,roumain,ʁumɛ̃,ʁumɛ̃,ʁumɛn,ʁumɛn
rouquin,rouquin,ʁukɛ̃,ʁukɛ̃,ʁukin,ʁukin
rouspéteur,rouspéteur,ʁuspEtœʁ,ʁuspEtœʁ,ʁuspEtøz,ʁuspEtøz
roussâtre,roussâtre,ʁusatʁ,ʁusatʁ,ʁusatʁ,ʁusatʁ
rousseauiste,rousseauiste,ʁusOist,ʁusOist,ʁusOist,ʁusOist
roussi,roussi,ʁusi,ʁusi,ʁusi,ʁusi
routard,routard,ʁutaʁ,ʁutaʁ,ʁutaʁd,ʁutaʁd
routier,routier,ʁutje,ʁutje,ʁutjɛʁ,ʁutjɛʁ
routinier,routinier,ʁutinje,ʁutinje,ʁutinjɛʁ,ʁutinjɛʁ
rouvert,rouvert,ʁuvɛʁ,ʁuvɛʁ,ʁuvɛʁt,ʁuvɛʁt
roux,roux,ʁu,ʁu,ʁus,ʁus
royal,royal,ʁwajal,ʁwajo,ʁwajal,ʁwajal
royaliste,royaliste,ʁwajalist,ʁwajalist,ʁwajalist,ʁwajalist
rubénien,rubénien,ʁybEnjɛ̃,ʁybEnjɛ̃,ʁybEnjɛn,ʁybEnjɛn
rubican,rubican,ʁybikɑ̃,ʁybikɑ̃,ʁybikɑ̃,ʁybikɑ̃
rubicond,rubicond,ʁybikɔ̃,ʁybikɔ̃,ʁybikɔ̃d,ʁybikɔ̃d
rubis,rubis,ʁybi,ʁybi,ʁybi,ʁybi
rude,rude,ʁyd,ʁyd,ʁyd,ʁyd
rudimentaire,rudimentaire,ʁydimɑ̃tɛʁ,ʁydimɑ̃tɛʁ,ʁydimɑ̃tɛʁ,ʁydimɑ̃tɛʁ
rugissant,rugissant,ʁyʒisɑ̃,ʁyʒisɑ̃,ʁyʒisɑ̃t,ʁyʒisɑ̃t
rugueux,rugueux,ʁygø,ʁygø,ʁygøz,ʁygøz
ruiné,ruiné,ʁɥine,ʁɥine,ʁɥine,ʁɥine
ruineux,ruineux,ʁɥinø,ʁɥinø,ʁɥinøz,ʁɥinøz
ruisselant,ruisselant,ʁɥisəlɑ̃,ʁɥisəlɑ̃,ʁɥisəlɑ̃t,ʁɥisəlɑ̃t
ruminant,ruminant,ʁyminɑ̃,ʁyminɑ̃,ʁyminɑ̃t,ʁyminɑ̃t
runique,runique,ʁynik,ʁynik,ʁynik,ʁynik
rupestre,rupestre,ʁypɛstʁ,ʁypɛstʁ,ʁypɛstʁ,ʁypɛstʁ
rupin,rupin,ʁypɛ̃,ʁypɛ̃,ʁypin,ʁypin
rural,rural,ʁyʁal,ʁyʁo,ʁyʁal,ʁyʁal
rusé,rusé,ʁyze,ʁyze,ʁyze,ʁyze
russe,russe,ʁys,ʁys,ʁys,ʁys
russo-allemand,russo-allemand,ʁysOaləmɑ̃,ʁysOaləmɑ̃,ʁysOaləmɑ̃d,ʁysOaləmɑ̃d
russo-américain,russo-américain,ʁysOamEʁikɛ̃,ʁysOamEʁikɛ̃,ʁysOamEʁikɛn,ʁysOamEʁikɛn
russo-japonais,russo-japonais,ʁysOʒapOnɛ,ʁysOʒapOnɛ,ʁysOʒapOnɛz,ʁysOʒapOnɛz
russo-polonais,russo-polonais,ʁysOpOlOnɛ,ʁysOpOlOnɛ,ʁysOpOlOnɛ,ʁysOpOlOnɛ
russo-turque,russo-turque,ʁysOtyʁk,ʁysOtyʁk,ʁysOtyʁk,ʁysOtyʁk
russophone,russophone,ʁysOfɔn,ʁysOfɔn,ʁysOfɔn,ʁysOfɔn
rustaud,rustaud,ʁysto,ʁysto,ʁystod,ʁystod
rustique,rustique,ʁystik,ʁystik,ʁystik,ʁystik
rustre,rustre,ʁystʁ,ʁystʁ,ʁystʁ,ʁystʁ
rutilant,rutilant,ʁytilɑ̃,ʁytilɑ̃,ʁytilɑ̃t,ʁytilɑ̃t
rythmé,rythmé,ʁitme,ʁitme,ʁitme,ʁitme
rythmique,rythmique,ʁitmik,ʁitmik,ʁitmik,ʁitmik
sabbatique,sabbatique,sabatik,sabatik,sabatik,sabatik
sabéen,sabéen,sabEɛ̃,sabEɛ̃,sabEɛn,sabEɛn
sabin,sabin,sabɛ̃,sabɛ̃,sabin,sabin
sable,sable,sabl,sabl,sabl,sabl
sablé,sablé,sable,sable,sable,sable
sableux,sableux,sablø,sablø,sabløz,sabløz
sablonneux,sablonneux,sablOnø,sablOnø,sablOnøz,sablOnøz
saccadé,saccadé,sakade,sakade,sakade,sakade
sacerdotal,sacerdotal,sasɛʁdOtal,sasɛʁdOto,sasɛʁdOtal,sasɛʁdOtal
sacramentel,sacramentel,sakʁamɑ̃tɛl,sakʁamɑ̃tɛl,sakʁamɑ̃tɛl,sakʁamɑ̃tɛl
sacré,sacré,sakʁe,sakʁe,sakʁe,sakʁe
sacrificiel,sacrificiel,sakʁifisjɛl,sakʁifisjɛl,sakʁifisjɛl,sakʁifisjɛl
sacrifié,sacrifié,sakʁifje,sakʁifje,sakʁifje,sakʁifje
sacrilège,sacrilège,sakʁilɛʒ,sakʁilɛʒ,sakʁilɛʒ,sakʁilɛʒ
sacro-iliaque,sacro-iliaque,sakʁOiljak,sakʁOiljak,sakʁOiljak,sakʁOiljak
sacro-saint,sacro-saint,sakʁOsɛ̃,sakʁOsɛ̃,sakʁOsɛ̃t,sakʁOsɛ̃t
sadien,sadien,sadjɛ̃,sadjɛ̃,sadjɛn,sadjɛn
sadique,sadique,sadik,sadik,sadik,sadik
