"utterance","identifier","path","pred","num_tolerance","support","isbest","iscorrect","isnovel"
1901,"abʁœvəʁE","#al:alp:lpa:pag:ag#","alpag",0,0.36527478881974046,false,false,false
1902,"abʁitəʁE","#ab:aby:byz:yzə:zəʁ:əʁa:ʁa#","abyzəʁa",0,0.5182127493074932,true,false,false
1902,"abʁitəʁE","#ab:aby:byz:yzə:zəʁ:əʁE:ʁE#","abyzəʁE",0,0.42543248592694055,false,false,false
1903,"abʁɔʒəʁE",,,,,,,
1904,"apsɑ̃təʁE",,,,,,,
1905,"apsɔʁbəʁE",,,,,,,
1906,"apsudʁE","#ag:agʁ:gʁa:ʁav:av#","agʁav",0,0.9021299947898331,true,false,false
1906,"apsudʁE","#ag:agʁ:gʁa:ʁav:avə:vəʁ:əʁE:ʁE#","agʁavəʁE",0,0.7653021773929255,false,false,false
1907,"apstjɛ̃dʁE","#aʒ:aʒi:ʒi#","aʒi",0,0.5906395488789703,true,false,false
1908,"abyzəʁE","#ag:agO:gOn:Oni:niz:iz#","agOniz",0,0.6780161575441734,true,false,false
1908,"abyzəʁE","#al:alɛ:lɛʁ:ɛʁt:ʁt#","alɛʁt",0,0.35412142913348554,false,false,false
1909,"akabləʁE",,,,,,,
1910,"aksɛdəʁE",,,,,,,
1911,"aksElɛʁəʁE","#ag:agʁ:gʁɛ:ʁɛʒ:ɛʒ#","agʁɛʒ",0,0.7438214580566299,true,false,false
1911,"aksElɛʁəʁE","#ak:akt:ktɥ:tɥa:ɥal:ali:liz:izə:zəʁ:əʁE:ʁE#","aktɥalizəʁE",0,0.5662328003076613,false,false,false
1912,"aksɑ̃tyʁE","#ag:agʁ:gʁE:ʁEm:Emɑ:mɑ̃:ɑ̃t:̃t#","agʁEmɑ̃t",0,0.747834363543069,true,false,false
1912,"aksɑ̃tyʁE","#ag:agʁ:gʁE:ʁEm:Emɑ:mɑ̃:ɑ̃t:̃tə:təʁ:əʁE:ʁE#","agʁEmɑ̃təʁE",0,0.6877987097072354,false,false,false
1913,"aksɛptəʁE",,,,,,,
1914,"aklaməʁE","#ɛd:ɛd#","ɛd",0,0.9044155586774897,true,false,false
1914,"aklaməʁE","#ɛd:ɛdə:dəʁ:əʁE:ʁE#","ɛdəʁE",0,0.8029672745467185,false,false,false
1914,"aklaməʁE","#ak:akɔ:kɔʁ:ɔʁd:ʁd#","akɔʁd",0,0.5726862601422762,false,false,false
1915,"akɔləʁE",,,,,,,
1916,"akOmɔdəʁE","#Eg:Egɥ:gɥi:ɥij:ijə:jəʁ:əʁa:ʁa#","Egɥijəʁa",0,0.756463150886254,true,true,false
1916,"akOmɔdəʁE","#Eg:Egɥ:gɥi:ɥij:ijə:jəʁ:əʁE:ʁE#","EgɥijəʁE",0,0.7023611711719288,false,false,false
1916,"akOmɔdəʁE","#al:alp:lpa:pag:ag#","alpag",0,0.5595272349329204,false,false,false
1916,"akOmɔdəʁE","#aʃ:aʃə:ʃəm:əmi:min:in#","aʃəmin",0,0.5364041659500612,false,false,false
1916,"akOmɔdəʁE","#Eg:Egɥ:gɥi:ɥij:ij#","Egɥij",0,0.4572222415870289,false,false,false
1916,"akOmɔdəʁE","#aj:aj#","aj",0,0.4151808416335415,false,false,false
1917,"akɔ̃paɲəʁE","#Eg:Egɥ:gɥi:ɥij:ijɔ:jɔ̃:ɔ̃#","Egɥijɔ̃",0,0.6546203989183033,true,false,false
1918,"akɔ̃pliʁE","#Eg:Egi:giz:iz#","Egiz",0,0.7930051726175685,true,false,false
1918,"akɔ̃pliʁE","#Eg:Egɥ:gɥi:ɥij:ijɔ:jɔn:ɔn#","Egɥijɔn",0,0.6488979105449793,false,false,false
1918,"akɔ̃pliʁE","#af:afl:fly:ly#","afly",0,0.4505577986243008,false,false,false
1919,"akɔʁdəʁE","#Em:Emɑ:mɑ̃:ɑ̃t:̃t#","Emɑ̃t",0,0.48712724239922944,true,false,false
1919,"akɔʁdəʁE","#aʒ:aʒɑ:ʒɑ̃:ɑ̃s:̃s#","aʒɑ̃s",0,0.46050798449743313,false,false,false
1919,"akɔʁdəʁE","#al:ali:li#","ali",0,0.35908288783848374,false,false,false
1920,"akɔstəʁE","#aʒ:aʒu:ʒuʁ:uʁn:ʁnə:nəʁ:əʁa:ʁa#","aʒuʁnəʁa",0,0.6792776215293591,true,true,false
1920,"akɔstəʁE","#aʒ:aʒu:ʒuʁ:uʁn:ʁnə:nəʁ:əʁE:ʁE#","aʒuʁnəʁE",0,0.6146202017392951,false,false,false
1920,"akɔstəʁE","#aʒ:aʒu:ʒuʁ:uʁn:ʁn#","aʒuʁn",0,0.5681677195383328,false,false,false
1920,"akɔstəʁE","#aʒ:aʒu:ʒuʁ:uʁn:ʁnə:nəʁ:əʁɔ:ʁɔ̃:ɔ̃#","aʒuʁnəʁɔ̃",0,0.5179041523240743,false,false,false
1920,"akɔstəʁE","#ɛʃ:ɛʃ#","ɛʃ",0,0.16340993185448108,false,false,false
1921,"akuʃəʁE","#aʒ:aʒu:ʒut:ut#","aʒut",0,0.8685866438227411,true,false,false
1922,"akuʁʁE","#ad:ada:dap:apt:ptə:təʁ:əʁa:ʁa#","adaptəʁa",0,0.8480058524241413,true,false,false
1922,"akuʁʁE","#aʒ:aʒy:ʒys:yst:st#","aʒyst",0,0.8416983890524888,false,false,false
1922,"akuʁʁE","#ad:ada:dap:apt:ptə:təʁ:əʁE:ʁE#","adaptəʁE",0,0.7279389898267861,false,false,false
1922,"akuʁʁE","#ad:ada:dap:apt:ptə:təʁ:əʁɔ:ʁɔ̃:ɔ̃#","adaptəʁɔ̃",0,0.6486848744816561,false,false,false
1923,"akutyməʁE",,,,,,,
1924,"akʁEditəʁE","#al:alɛ:lɛʁ:ɛʁt:ʁtə:təʁ:əʁa:ʁa#","alɛʁtəʁa",0,0.7832881272223315,true,true,false
1924,"akʁEditəʁE","#al:alɛ:lɛʁ:ɛʁt:ʁt#","alɛʁt",0,0.6996128946035063,false,false,false
1924,"akʁEditəʁE","#al:alɛ:lɛʁ:ɛʁt:ʁtə:təʁ:əʁɔ:ʁɔ̃:ɔ̃#","alɛʁtəʁɔ̃",0,0.6515935130692317,false,false,false
1924,"akʁEditəʁE","#al:alɛ:lɛʁ:ɛʁt:ʁtə:təʁ:əʁE:ʁE#","alɛʁtəʁE",0,0.6057102898037153,false,false,false
1924,"akʁEditəʁE","#ag:agʁ:gʁɛ:ʁɛs:ɛsə:səʁ:əʁa:ʁa#","agʁɛsəʁa",0,0.5902050181745316,false,false,false
1924,"akʁEditəʁE","#ag:agʁ:gʁɛ:ʁɛs:ɛsə:səʁ:əʁɔ:ʁɔ̃:ɔ̃#","agʁɛsəʁɔ̃",0,0.541248678395549,false,false,false
1924,"akʁEditəʁE","#ag:agʁ:gʁɛ:ʁɛs:ɛsə:səʁ:əʁE:ʁE#","agʁɛsəʁE",0,0.4648030972059936,false,false,false
1925,"akʁɔʃəʁE","#ab:abd:bdi:dik:ik#","abdik",0,0.6127344534482537,true,false,false
1926,"akʁwatʁE","#al:ali:liɲ:iɲə:ɲəʁ:əʁa:ʁa#","aliɲəʁa",0,0.8976031777775588,true,true,false
1926,"akʁwatʁE","#ad:adʒ:dʒy:ʒyʒ:yʒ#","adʒyʒ",0,0.838175516683173,false,false,false
1926,"akʁwatʁE","#al:ali:liɲ:iɲ#","aliɲ",0,0.8367838774910878,false,false,false
1926,"akʁwatʁE","#af:afʁ:fʁɔ:ʁɔ̃:ɔ̃t:̃t#","afʁɔ̃t",0,0.7795165551620797,false,false,false
1926,"akʁwatʁE","#al:ali:liɲ:iɲə:ɲəʁ:əʁɔ:ʁɔ̃:ɔ̃#","aliɲəʁɔ̃",0,0.7604237809547967,false,false,false
1926,"akʁwatʁE","#al:ali:liɲ:iɲə:ɲəʁ:əʁE:ʁE#","aliɲəʁE",0,0.7596486667575216,false,false,false
1927,"akœjəʁE","#al:alɛ:lɛt:ɛtə:təʁ:əʁa:ʁa#","alɛtəʁa",0,0.6909608705562656,true,true,false
1927,"akœjəʁE","#al:alɛ:lɛt:ɛt#","alɛt",0,0.6646701237004441,false,false,false
1927,"akœjəʁE","#al:alɛ:lɛt:ɛtə:təʁ:əʁE:ʁE#","alɛtəʁE",0,0.5990265293490287,false,false,false
1927,"akœjəʁE","#ak:aku:kuʃ:uʃ#","akuʃ",0,0.5613107894282328,false,false,false
1927,"akœjəʁE","#ak:aku:kup:upl:pl#","akupl",0,0.5167255564622395,false,false,false
1928,"akymyləʁE","#al:alɛ:lɛʒ:ɛʒə:ʒəʁ:əʁa:ʁa#","alɛʒəʁa",0,0.8536972730809723,true,true,false
1928,"akymyləʁE","#al:alɛ:lɛʒ:ɛʒ#","alɛʒ",0,0.7936236782512412,false,false,false
1928,"akymyləʁE","#al:alɛ:lɛʒ:ɛʒə:ʒəʁ:əʁE:ʁE#","alɛʒəʁE",0,0.762944710941445,false,false,false
1928,"akymyləʁE","#al:alu:luʁ:uʁd:ʁdi:di#","aluʁdi",0,0.666855640422602,false,false,false
1929,"akyzəʁE","#al:alɛ:lɛg:ɛgə:gəʁ:əʁa:ʁa#","alɛgəʁa",0,0.7095529053715763,true,true,false
1929,"akyzəʁE","#al:alɛ:lɛg:ɛgə:gəʁ:əʁE:ʁE#","alɛgəʁE",0,0.5981377792638208,false,false,false
1930,"aʃaləʁE","#iʁ:iʁE:ʁE#","iʁE",0,0.6951937400989585,true,false,false
1930,"aʃaləʁE","#aj:aj#","aj",0,0.5800864442023513,false,false,false
1931,"aʃaʁnəʁE",,,,,,,
1932,"aʃəminəʁE","#al:alɔ:lɔ̃:ɔ̃ʒ:̃ʒ#","alɔ̃ʒ",0,0.8551205036085368,true,false,false
1933,"aʃɛtəʁE","#al:alu:lu#","alu",0,0.7986775746569821,true,false,false
1934,"aʃɛvəʁE","#al:alɛ:lɛʒ:ɛʒ#","alɛʒ",0,0.8406940141729574,true,false,false
1934,"aʃɛvəʁE","#al:alɛ:lɛʒ:ɛʒə:ʒəʁ:əʁa:ʁa#","alɛʒəʁa",0,0.7898491433114455,false,false,false
1934,"aʃɛvəʁE","#al:alɛ:lɛʒ:ɛʒə:ʒəʁ:əʁE:ʁE#","alɛʒəʁE",0,0.7478912025369661,false,false,false
1934,"aʃɛvəʁE","#al:alu:luʁ:uʁd:ʁdi:di#","aluʁdi",0,0.7098469312108089,false,false,false
1934,"aʃɛvəʁE","#al:alɛ:lɛʒ:ɛʒə:ʒəʁ:əʁɔ:ʁɔ̃:ɔ̃#","alɛʒəʁɔ̃",0,0.634092288474086,false,false,false
1935,"akEʁʁE","#al:alt:ltɛ:tɛʁ:ɛʁn:ʁnə:nəʁ:əʁE:ʁE#","altɛʁnəʁE",0,0.7116483664528546,true,false,false
1935,"akEʁʁE","#al:alt:ltɛ:tɛʁ:ɛʁn:ʁn#","altɛʁn",0,0.7062491441590415,false,false,false
1935,"akEʁʁE","#al:alt:ltɛ:tɛʁ:ɛʁn:ʁnE:nE#","altɛʁnE",0,0.6438792611647802,false,false,false
1935,"akEʁʁE","#aʒ:aʒɑ:ʒɑ̃:ɑ̃s:̃s#","aʒɑ̃s",0,0.5312075131057135,false,false,false
1936,"akjɛsəʁE","#am:ama:mad:adu:duʁ:uʁa:ʁa#","amaduʁa",0,0.9999335965400153,true,true,false
1936,"akjɛsəʁE","#al:aly:lyn:yni:nis:is#","alynis",0,0.07303250997679132,false,false,false
1936,"akjɛsəʁE","#al:aly:lyn:yni:ni#","alyni",0,0.07240667773138158,false,false,false
1937,"akitəʁE","#ab:aby:byz:yz#","abyz",0,0.48659961323526363,true,false,false
1938,"aksjɔnəʁE","#am:ama:mas:as#","amas",0,0.6279806154818344,true,false,false
1938,"aksjɔnəʁE","#aʃ:aʃɛ:ʃɛt:ɛt#","aʃɛt",0,0.4043029756685892,false,false,false
1939,"aktivəʁE","#ɑ̃:ɑ̃b:̃bi:bis:isj:sjɔ:jɔn:ɔn#","ɑ̃bisjɔn",0,0.4036934256579367,true,false,false
1939,"aktivəʁE","#ab:abd:bdi:dik:ik#","abdik",0,0.34845235473183483,false,false,false
1939,"aktivəʁE","#ag:agO:gOn:Oni:ni#","agOni",0,0.1405247485326193,false,false,false
1940,"aktɥalizəʁE",,,,,,,
1941,"adaptəʁE",,,,,,,
1942,"adɛʁəʁE",,,,,,,
1943,"adʒwɛ̃dʁE",,,,,,,
1944,"admEtʁE",,,,,,,
1945,"administʁəʁE","#ab:abɔ:bɔn:ɔnə:nəʁ:əʁɔ:ʁɔ̃:ɔ̃#","abɔnəʁɔ̃",0,0.6790102393127012,true,true,false
1945,"administʁəʁE","#ab:abɔ:bɔn:ɔnə:nəʁ:əʁE:ʁE#","abɔnəʁE",0,0.3527581463960404,false,false,false
1945,"administʁəʁE","#ab:abu:bul:ul#","abul",0,0.19367644414804974,false,false,false
1946,"admiʁəʁE","#ab:abɔ:bɔʁ:ɔʁd:ʁdə:dəʁ:əʁɔ:ʁɔ̃:ɔ̃#","abɔʁdəʁɔ̃",0,0.7664881457096049,true,true,false
1946,"admiʁəʁE","#ab:abɔ:bɔʁ:ɔʁd:ʁd#","abɔʁd",0,0.47872583951153325,false,false,false
1947,"adɔnəʁE",,,,,,,
1948,"adOptəʁE",,,,,,,
1949,"adɔʁəʁE",,,,,,,
1950,"adusiʁE",,,,,,,
1951,"adʁɛsəʁE",,,,,,,
1952,"afEbliʁE",,,,,,,
1953,"afɛktəʁE",,,,,,,
1954,"afɛʁmiʁE",,,,,,,
1955,"afiʃəʁE",,,,,,,
1956,"afinəʁE",,,,,,,
1957,"afiʁməʁE",,,,,,,
1958,"afliʒəʁE",,,,,,,
1959,"afʁɑ̃ʃiʁE",,,,,,,
1960,"afʁɔ̃təʁE",,,,,,,
1961,"agasəʁE","#ak:akɔ:kɔʁ:ɔʁd:ʁdə:dəʁ:əʁɔ:ʁɔ̃:ɔ̃#","akɔʁdəʁɔ̃",0,0.7743699542173418,true,true,false
1961,"agasəʁE","#ak:akɔ:kɔʁ:ɔʁd:ʁdə:dəʁ:əʁE:ʁE#","akɔʁdəʁE",0,0.37944556672528224,false,false,false
1962,"aʒənujəʁE",,,,,,,
1963,"agʁavəʁE",,,,,,,
1964,"aʒiʁE",,,,,,,
1965,"aʒitəʁE",,,,,,,
1966,"agʁɑ̃diʁE",,,,,,,
1967,"agʁEʁE","#ak:akœ:kœj:œjə:jəʁ:əʁɔ:ʁɔ̃:ɔ̃#","akœjəʁɔ̃",0,0.8192375438931316,true,true,false
1968,"agʁEmɑ̃təʁE",,,,,,,
1969,"agʁɛsəʁE",,,,,,,
1970,"ɛdəʁE",,,,,,,
1971,"EgɥijəʁE",,,,,,,
1972,"EgizəʁE","#aʃ:aʃɛ:ʃɛt:ɛtə:təʁ:əʁɔ:ʁɔ̃:ɔ̃#","aʃɛtəʁɔ̃",0,0.7994870879075087,true,true,false
1972,"EgizəʁE","#aʃ:aʃɛ:ʃɛt:ɛtə:təʁ:əʁE:ʁE#","aʃɛtəʁE",0,0.365095280618673,false,false,false
1972,"EgizəʁE","#aʃ:aʃɛ:ʃɛt:ɛt#","aʃɛt",0,0.3639497290390994,false,false,false
1973,"ɛməʁE",,,,,,,
1974,"aʒutəʁE",,,,,,,
1975,"aʒystəʁE",,,,,,,
1976,"alɛʁtəʁE",,,,,,,
1977,"aliɲəʁE",,,,,,,
1978,"alimɑ̃təʁE","#ad:ada:dap:apt:ptə:təʁ:əʁɔ:ʁɔ̃:ɔ̃#","adaptəʁɔ̃",0,0.7195426834497838,true,true,false
1978,"alimɑ̃təʁE","#ad:ada:dap:apt:ptə:təʁ:əʁE:ʁE#","adaptəʁE",0,0.27734666329677676,false,false,false
1979,"alɛtəʁE","#ad:adi:dis:isj:sjɔ:jɔ̃:ɔ̃#","adisjɔ̃",0,0.7760680734460804,true,false,true
1980,"alɛʒəʁE",,,,,,,
1981,"alɛgəʁE",,,,,,,
1982,"iʁE",,,,,,,
1983,"aliʁE",,,,,,,
1984,"alɔ̃ʒəʁE","#ab:abu:but:uti:ti#","abuti",0,0.19544401133151343,true,false,false
1985,"aluʁE",,,,,,,
1986,"alyməʁE",,,,,,,
1987,"aluʁdiʁE","#ad:adʁ:dʁɛ:ʁɛs:ɛsə:səʁ:əʁɔ:ʁɔ̃:ɔ̃#","adʁɛsəʁɔ̃",0,0.6913136571357212,true,true,false
1988,"altɛʁnəʁE",,,,,,,
1989,"amasəʁE",,,,,,,
1990,"abɛsəʁa","#af:afi:fiʃ:iʃə:ʃəʁ:əʁɔ:ʁɔ̃:ɔ̃#","afiʃəʁɔ̃",0,0.7430310548557865,true,true,false
1991,"abɑ̃dɔnəʁa",,,,,,,
1992,"abatʁa",,,,,,,
1993,"abiməʁa",,,,,,,
1994,"abɔʁdəʁa",,,,,,,
1995,"abutiʁa",,,,,,,
1996,"abwaʁa",,,,,,,
1997,"abʁœvəʁa",,,,,,,
1998,"apstjɛ̃dʁa",,,,,,,
1999,"abyzəʁa",,,,,,,
2000,"aksɛdəʁa","#ag:agʁ:gʁɛ:ʁɛs:ɛsə:səʁ:əʁɔ:ʁɔ̃:ɔ̃#","agʁɛsəʁɔ̃",0,0.6682162600941669,true,true,false
2000,"aksɛdəʁa","#ad:adʁ:dʁɛ:ʁɛs:ɛsə:səʁ:əʁɔ:ʁɔ̃:ɔ̃#","adʁɛsəʁɔ̃",0,0.588323311488073,false,false,false
2000,"aksɛdəʁa","#af:afE:fEk:Eks:ksj:sjɔ:jɔ̃:ɔ̃#","afEksjɔ̃",0,0.4911106548663118,false,false,true
2000,"aksɛdəʁa","#ag:agʁ:gʁɛ:ʁɛs:ɛsə:səʁ:əʁE:ʁE#","agʁɛsəʁE",0,0.31633427531908637,false,false,false
2000,"aksɛdəʁa","#ad:adʁ:dʁɛ:ʁɛs:ɛsə:səʁ:əʁE:ʁE#","adʁɛsəʁE",0,0.307720282022307,false,false,false
2000,"aksɛdəʁa","#ag:agO:gOn:Oni:ni#","agOni",0,0.14728838901955912,false,false,false
2001,"aksɛptəʁa","#ɛd:ɛd#","ɛd",0,0.5691435233442331,true,false,false
2002,"akɔ̃paɲəʁa",,,,,,,
2003,"akɔ̃pliʁa",,,,,,,
2004,"akɔʁdəʁa",,,,,,,
2005,"akuʃəʁa",,,,,,,
2006,"akupləʁa",,,,,,,
2007,"akʁɔʃəʁa",,,,,,,
2008,"akœjəʁa",,,,,,,
2009,"akymyləʁa",,,,,,,
2010,"akyzəʁa",,,,,,,
2011,"aʃaləʁa",,,,,,,
2012,"aʃɛtəʁa",,,,,,,
2013,"aʃɛvəʁa",,,,,,,
2014,"akEʁʁa",,,,,,,
2015,"aktivəʁa",,,,,,,
2016,"adaptəʁa",,,,,,,
2017,"adɛʁəʁa",,,,,,,
2018,"admEtʁa",,,,,,,
2019,"administʁəʁa",,,,,,,
2020,"admiʁəʁa",,,,,,,
2021,"adOptəʁa",,,,,,,
2022,"adɔʁəʁa","#ab:abɔ:bɔʁ:ɔʁd:ʁdə:dəʁ:əʁe:ʁe#","abɔʁdəʁe",0,0.9477090151388715,true,true,false
2023,"adusiʁa",,,,,,,
2024,"adʁɛsəʁa",,,,,,,
2025,"afɛktəʁa",,,,,,,
2026,"afiʃəʁa",,,,,,,
2027,"afinəʁa",,,,,,,
2028,"afiʁməʁa",,,,,,,
2029,"afliʒəʁa",,,,,,,
2030,"afʁɔ̃təʁa","#ak:aks:ksɛ:sɛd:ɛdə:dəʁ:əʁe:ʁe#","aksɛdəʁe",0,0.9362315913651833,true,true,false
2030,"afʁɔ̃təʁa","#ak:aks:ksɛ:sɛd:ɛd#","aksɛd",0,0.43563196024849415,false,false,false
2031,"aʒiʁa",,,,,,,
2032,"aʒitəʁa",,,,,,,
2033,"agʁɑ̃diʁa",,,,,,,
2034,"agʁɛsəʁa",,,,,,,
2035,"ɛdəʁa",,,,,,,
2036,"ɛməʁa",,,,,,,
2037,"aʒutəʁa",,,,,,,
2038,"aʒystəʁa",,,,,,,
2039,"alimɑ̃təʁa",,,,,,,
2040,"alɛtəʁa",,,,,,,
2041,"iʁa",,,,,,,
2042,"aliʁa",,,,,,,
2043,"alyməʁa",,,,,,,
2044,"amasəʁa",,,,,,,
2045,"abɛsəʁa",,,,,,,
2046,"abɑ̃dɔnəʁa","#aʃ:aʃɛ:ʃɛt:ɛtə:təʁ:əʁe:ʁe#","aʃɛtəʁe",0,0.9679618747608647,true,true,false
2046,"abɑ̃dɔnəʁa","#aʃ:aʃɛ:ʃɛt:ɛt#","aʃɛt",0,0.38958203053804336,false,false,false
2046,"abɑ̃dɔnəʁa","#aʃ:aʃɛ:ʃɛt:ɛtə:təʁ:əʁE:ʁE#","aʃɛtəʁE",0,0.3831174968474544,false,false,false
2047,"abatʁa",,,,,,,
2048,"abdikəʁa","#ak:akj:kjɛ:jɛʁ:ɛʁ#","akjɛʁ",0,0.31304711249573947,true,false,false
2049,"abEtiʁa",,,,,,,
2050,"abiməʁa",,,,,,,
2051,"abʒyʁəʁa",,,,,,,
2052,"abOliʁa",,,,,,,
2053,"abɔ̃dəʁa",,,,,,,
2054,"abɔnəʁa",,,,,,,
2055,"abɔʁdəʁa",,,,,,,
2056,"abutiʁa",,,,,,,
2057,"abwaʁa",,,,,,,
2058,"abʁɛʒəʁa",,,,,,,
2059,"abʁœvəʁa",,,,,,,
2060,"abʁitəʁa",,,,,,,
2061,"abʁɔʒəʁa",,,,,,,
2062,"abʁytiʁa",,,,,,,
2063,"apsɑ̃təʁa","#ad:adʁ:dʁɛ:ʁɛs:ɛsə:səʁ:əʁe:ʁe#","adʁɛsəʁe",0,0.9342802223102573,true,true,false
2064,"apsɔʁbəʁa",,,,,,,
2065,"apsudʁa",,,,,,,
2066,"apstjɛ̃dʁa",,,,,,,
2067,"abyzəʁa",,,,,,,
2068,"akabləʁa",,,,,,,
2069,"akapaʁəʁa",,,,,,,
2070,"aksɛdəʁa",,,,,,,
2071,"aksElɛʁəʁa",,,,,,,
2072,"aksɑ̃tyʁa",,,,,,,
2073,"aksɛptəʁa",,,,,,,
2074,"aksEswaʁizəʁa",,,,,,,
2075,"aklaməʁa",,,,,,,
2076,"aklimatəʁa",,,,,,,
2077,"akɔləʁa",,,,,,,
2078,"akOmɔdəʁa",,,,,,,
2079,"akɔ̃paɲəʁa",,,,,,,
2080,"akɔ̃pliʁa",,,,,,,
2081,"akɔʁdəʁa",,,,,,,
2082,"akɔstəʁa","#ɛd:ɛd#","ɛd",0,0.5720364453681422,true,false,false
2083,"akuʃəʁa",,,,,,,
2084,"akupləʁa",,,,,,,
2085,"akuʁʁa",,,,,,,
2086,"akutyməʁa",,,,,,,
2087,"akʁEditəʁa",,,,,,,
2088,"akʁɔʃəʁa",,,,,,,
2089,"akʁwatʁa",,,,,,,
2090,"akœjəʁa",,,,,,,
2091,"akyləʁa",,,,,,,
2092,"akymyləʁa",,,,,,,
2093,"akyzəʁa",,,,,,,
2094,"aʃaləʁa",,,,,,,
2095,"aʃaʁnəʁa",,,,,,,
2096,"aʃəminəʁa",,,,,,,
2097,"aʃɛtəʁa",,,,,,,
2098,"aʃɛvəʁa",,,,,,,
2099,"aʃɔpəʁa",,,,,,,
2100,"akOkinəʁa",,,,,,,
2101,"akEʁʁa",,,,,,,
2102,"akjɛsəʁa","#ab:abd:bdi:dik:ikə:kəʁ:əʁɔ:ʁɔ̃:ɔ̃#","abdikəʁɔ̃",0,0.6102526797373254,true,true,false
2102,"akjɛsəʁa","#ab:abd:bdi:dik:ik#","abdik",0,0.5249711933892351,false,false,false
2102,"akjɛsəʁa","#ab:abd:bdi:dik:ikə:kəʁ:əʁa:ʁa#","abdikəʁa",0,0.4915127491933554,false,false,false
2102,"akjɛsəʁa","#ab:abd:bdi:dik:ikə:kəʁ:əʁE:ʁE#","abdikəʁE",0,0.48891292764207983,false,false,false
2102,"akjɛsəʁa","#aj:aj#","aj",0,0.20764514697162845,false,false,false
2102,"akjɛsəʁa","#ap:aps:psɔ:sɔʁ:ɔʁb:ʁb#","apsɔʁb",0,0.19904878618065483,false,false,false
2102,"akjɛsəʁa","#af:afʁ:fʁɔ:ʁɔ̃:ɔ̃t:̃t#","afʁɔ̃t",0,0.15919450007541094,false,false,false
2102,"akjɛsəʁa","#aʒ:aʒw:ʒwɛ:wɛ̃:ɛ̃t:̃t#","aʒwɛ̃t",0,0.05297995783431803,false,false,false
2103,"akitəʁa",,,,,,,
2104,"aksjɔnəʁa","#ab:abʒ:bʒy:ʒyʁ:yʁə:ʁəʁ:əʁɔ:ʁɔ̃:ɔ̃#","abʒyʁəʁɔ̃",0,0.630415135141958,true,true,false
2104,"aksjɔnəʁa","#ab:abʒ:bʒy:ʒyʁ:yʁə:ʁəʁ:əʁE:ʁE#","abʒyʁəʁE",0,0.5997892115867914,false,false,false
2104,"aksjɔnəʁa","#ab:abʒ:bʒy:ʒyʁ:yʁ#","abʒyʁ",0,0.45131946817538815,false,false,false
2105,"aktivəʁa",,,,,,,
2106,"aktɥalizəʁa","#ab:abɔ:bɔ̃:ɔ̃d:̃də:dəʁ:əʁɔ:ʁɔ̃:ɔ̃#","abɔ̃dəʁɔ̃",0,0.7348733467215688,true,true,false
2106,"aktɥalizəʁa","#ab:abɔ:bɔ̃:ɔ̃d:̃də:dəʁ:əʁE:ʁE#","abɔ̃dəʁE",0,0.5536006794978086,false,false,false
2107,"adaptəʁa","#ab:abɔ:bɔn:ɔnə:nəʁ:əʁɔ:ʁɔ̃:ɔ̃#","abɔnəʁɔ̃",0,0.8431407923211394,true,true,false
2107,"adaptəʁa","#ab:abɔ:bɔn:ɔnə:nəʁ:əʁE:ʁE#","abɔnəʁE",0,0.8423753233213962,false,false,false
2108,"adisjɔnəʁa","#ab:abɔ:bɔʁ:ɔʁd:ʁdə:dəʁ:əʁɔ:ʁɔ̃:ɔ̃#","abɔʁdəʁɔ̃",0,0.8297469117450732,true,true,false
2108,"adisjɔnəʁa","#ab:abɔ:bɔʁ:ɔʁd:ʁd#","abɔʁd",0,0.7325197792623671,false,false,false
2108,"adisjɔnəʁa","#ab:abɔ:bɔʁ:ɔʁd:ʁdə:dəʁ:əʁa:ʁa#","abɔʁdəʁa",0,0.6705360860411892,false,false,false
2108,"adisjɔnəʁa","#ak:akœ:kœj:œjə:jəʁ:əʁɔ:ʁɔ̃:ɔ̃#","akœjəʁɔ̃",0,0.6400839752375507,false,false,false
2108,"adisjɔnəʁa","#ab:abɔ:bɔʁ:ɔʁd:ʁdə:dəʁ:əʁE:ʁE#","abɔʁdəʁE",0,0.6326518924946709,false,false,false
2108,"adisjɔnəʁa","#ak:akœ:kœj:œjə:jəʁ:əʁa:ʁa#","akœjəʁa",0,0.4947711471497329,false,false,false
2109,"adɛʁəʁa","#ab:abu:but:uti:tis:is#","abutis",0,0.7985494403146532,true,false,false
2109,"adɛʁəʁa","#ab:abu:but:uti:ti#","abuti",0,0.5788388968068534,false,false,false
2110,"adʒwɛ̃dʁa","#ab:abw:bwa:wa#","abwa",0,0.5978440332392532,true,false,false
2110,"adʒwɛ̃dʁa","#ad:adu:dub:ub#","adub",0,0.5060006017140397,false,false,false
2110,"adʒwɛ̃dʁa","#ad:adO:dOp:Opt:ptə:təʁ:əʁɔ:ʁɔ̃:ɔ̃#","adOptəʁɔ̃",0,0.4741235037346065,false,false,false
2110,"adʒwɛ̃dʁa","#ad:adO:dOp:Opt:ptə:təʁ:əʁE:ʁE#","adOptəʁE",0,0.4076588177794884,false,false,false
2110,"adʒwɛ̃dʁa","#ɑ̃:ɑ̃b:̃bl:bl#","ɑ̃bl",0,0.38834614382752725,false,false,false
2111,"adʒyʒəʁa","#al:alɛ:lɛʒ:ɛʒə:ʒəʁ:əʁɔ:ʁɔ̃:ɔ̃#","alɛʒəʁɔ̃",0,0.415323757464563,true,false,false
